source_references,msgctxt,msgid,msgstr,comments
src/components/routes/account/ManageAccount/sections/Users/index.tsx:145,,Invite User,"=GOOGLETRANSLATE(C1011, ""en"", ""el"")",
src/components/layouts/OrganizerLayout/index.tsx:169,,Invite Your Team,"=GOOGLETRANSLATE(C1012, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:294,,Invoice,"=GOOGLETRANSLATE(C1013, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:102 | src/components/layouts/Checkout/index.tsx:109,,Invoice downloaded successfully,"=GOOGLETRANSLATE(C1014, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:255,,Invoice Notes,"=GOOGLETRANSLATE(C1015, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:200,,Invoice Numbering,"=GOOGLETRANSLATE(C1016, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:180,,Invoice Settings,"=GOOGLETRANSLATE(C1017, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatNotice/index.tsx:42,,Irish VAT at 23% will be applied to platform fees (domestic supply).,"=GOOGLETRANSLATE(C1018, ""en"", ""el"")",
src/components/modals/EditAccountVatSettingsModal/index.tsx:116,,Is this account VAT registered in the EU?,"=GOOGLETRANSLATE(C1019, ""en"", ""el"")",
src/components/common/LanguageSwitcher/index.tsx:24,,Italian,"=GOOGLETRANSLATE(C1020, ""en"", ""el"")",
src/components/routes/product-widget/CollectInformation/index.tsx:643,,Item,"=GOOGLETRANSLATE(C1021, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:333,,item(s),"=GOOGLETRANSLATE(C1022, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:315,,Items,"=GOOGLETRANSLATE(C1023, ""en"", ""el"")",
src/components/common/LanguageSwitcher/index.tsx:26,,Japanese,"=GOOGLETRANSLATE(C1024, ""en"", ""el"")",
src/components/routes/admin/FailedJobs/index.tsx:163,,Job,"=GOOGLETRANSLATE(C1025, ""en"", ""el"")",
src/components/routes/admin/FailedJobs/index.tsx:65,,Job deleted,"=GOOGLETRANSLATE(C1026, ""en"", ""el"")",
src/components/routes/admin/FailedJobs/index.tsx:242,,Job Details,"=GOOGLETRANSLATE(C1027, ""en"", ""el"")",
src/components/routes/admin/FailedJobs/index.tsx:248,,Job Name,"=GOOGLETRANSLATE(C1028, ""en"", ""el"")",
src/components/routes/admin/FailedJobs/index.tsx:53,,Job queued for retry,"=GOOGLETRANSLATE(C1029, ""en"", ""el"")",
src/components/routes/auth/AcceptInvitation/index.tsx:98 | src/components/routes/auth/Register/index.tsx:91,,John,"=GOOGLETRANSLATE(C1030, ""en"", ""el"")",
src/components/modals/CreateAttendeeModal/index.tsx:137,,Johnson,"=GOOGLETRANSLATE(C1031, ""en"", ""el"")",
src/components/layouts/EventHomepage/index.tsx:348,,Join from anywhere,"=GOOGLETRANSLATE(C1032, ""en"", ""el"")",
src/components/common/JoinWaitlistButton/index.tsx:30 | src/components/modals/JoinWaitlistModal/index.tsx:189,,Join Waitlist,"=GOOGLETRANSLATE(C1033, ""en"", ""el"")",
src/components/modals/JoinWaitlistModal/index.tsx:143,,Join Waitlist for {productDisplayName},"=GOOGLETRANSLATE(C1034, ""en"", ""el"")",
src/components/common/JoinWaitlistButton/index.tsx:30 | src/components/common/WaitlistTable/index.tsx:197,,Joined,"=GOOGLETRANSLATE(C1035, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:120,,Just click the button below to reconnect your Stripe account.,"=GOOGLETRANSLATE(C1036, ""en"", ""el"")",
src/components/routes/auth/Login/index.tsx:121,,Just looking for your tickets?,"=GOOGLETRANSLATE(C1037, ""en"", ""el"")",
src/components/routes/product-widget/CollectInformation/index.tsx:583,,Keep me updated on news and events from {0},"=GOOGLETRANSLATE(C1038, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:85,,Label,"=GOOGLETRANSLATE(C1039, ""en"", ""el"")",
src/components/common/AttendeeDetails/index.tsx:38 | src/components/modals/CreateAttendeeModal/index.tsx:155 | src/components/routes/profile/ManageProfile/index.tsx:196,,Language,"=GOOGLETRANSLATE(C1040, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:60 | src/components/common/ReportTable/index.tsx:52,,Last 12 months,"=GOOGLETRANSLATE(C1041, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:55 | src/components/common/ReportTable/index.tsx:47,,Last 14 days,"=GOOGLETRANSLATE(C1042, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:159,,Last 14 Days,"=GOOGLETRANSLATE(C1043, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:52 | src/components/common/ReportTable/index.tsx:44,,Last 24 hours,"=GOOGLETRANSLATE(C1044, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:56 | src/components/common/ReportTable/index.tsx:48,,Last 30 days,"=GOOGLETRANSLATE(C1045, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:53 | src/components/common/ReportTable/index.tsx:45,,Last 48 hours,"=GOOGLETRANSLATE(C1046, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:58 | src/components/common/ReportTable/index.tsx:50,,Last 6 months,"=GOOGLETRANSLATE(C1047, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:54 | src/components/common/ReportTable/index.tsx:46,,Last 7 days,"=GOOGLETRANSLATE(C1048, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:57 | src/components/common/ReportTable/index.tsx:49,,Last 90 days,"=GOOGLETRANSLATE(C1049, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/Users/index.tsx:157,,Last login,"=GOOGLETRANSLATE(C1050, ""en"", ""el"")",
src/components/modals/CreateAttendeeModal/index.tsx:136 | src/components/modals/ManageAttendeeModal/index.tsx:111 | src/components/modals/ManageOrderModal/index.tsx:150,,Last name,"=GOOGLETRANSLATE(C1051, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:252 | src/components/modals/EditUserModal/index.tsx:78 | src/components/modals/InviteUserModal/index.tsx:64 | src/components/modals/JoinWaitlistModal/index.tsx:166 | src/components/routes/auth/AcceptInvitation/index.tsx:102 | src/components/routes/auth/Register/index.tsx:96 | src/components/routes/product-widget/CollectInformation/index.tsx:444 | src/components/routes/product-widget/CollectInformation/index.tsx:445 | src/components/routes/product-widget/CollectInformation/index.tsx:668 | src/components/routes/product-widget/CollectInformation/index.tsx:669 | src/components/routes/product-widget/OrderSummaryAndProducts/EditAttendeeModal/index.tsx:60 | src/components/routes/product-widget/OrderSummaryAndProducts/EditOrderModal/index.tsx:60 | src/components/routes/profile/ManageProfile/index.tsx:154,,Last Name,"=GOOGLETRANSLATE(C1052, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/EditAttendeeModal/index.tsx:30 | src/components/routes/product-widget/OrderSummaryAndProducts/EditOrderModal/index.tsx:30,,Last name is required,"=GOOGLETRANSLATE(C1053, ""en"", ""el"")",
src/components/common/OrganizerWebhookTable/index.tsx:239 | src/components/common/WebhookTable/index.tsx:239,,Last Response,"=GOOGLETRANSLATE(C1054, ""en"", ""el"")",
src/components/common/OrganizerWebhookTable/index.tsx:240 | src/components/common/WebhookTable/index.tsx:240,,Last Triggered,"=GOOGLETRANSLATE(C1055, ""en"", ""el"")",
src/components/routes/event/Reports/PromoCodesReport/index.tsx:70,,Last Used,"=GOOGLETRANSLATE(C1056, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:194,,"Leave blank to use the default word \""Invoice\""","=GOOGLETRANSLATE(C1057, ""en"", ""el"")",
src/components/modals/EditAccountVatSettingsModal/index.tsx:141,,Legal business name for VAT purposes,"=GOOGLETRANSLATE(C1058, ""en"", ""el"")",
src/components/common/ThemeColorControls/index.tsx:84,,Light,"=GOOGLETRANSLATE(C1059, ""en"", ""el"")",
src/components/routes/my-tickets/index.tsx:160,,Link Expired or Invalid,"=GOOGLETRANSLATE(C1060, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:27,,Link to order details,"=GOOGLETRANSLATE(C1061, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:60,,Link to ticket,"=GOOGLETRANSLATE(C1062, ""en"", ""el"")",
src/components/routes/event/EventDashboard/index.tsx:232,,Link your Stripe account to receive funds from ticket sales.,"=GOOGLETRANSLATE(C1063, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/SocialLinks/index.tsx:61,,LinkedIn,"=GOOGLETRANSLATE(C1064, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:248,,Links Allowed,"=GOOGLETRANSLATE(C1065, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:89 | src/components/layouts/Event/index.tsx:195 | src/components/layouts/OrganizerLayout/index.tsx:216,,Live,"=GOOGLETRANSLATE(C1066, ""en"", ""el"")",
src/components/layouts/OrganizerHomepage/EventCard/index.tsx:111,,LIVE,"=GOOGLETRANSLATE(C1067, ""en"", ""el"")",
src/components/routes/admin/Attribution/index.tsx:134 | src/components/routes/admin/Dashboard/index.tsx:122,,Live Events,"=GOOGLETRANSLATE(C1068, ""en"", ""el"")",
src/components/routes/event/TicketDesigner/TicketPreview.tsx:34,,Loading preview...,"=GOOGLETRANSLATE(C1069, ""en"", ""el"")",
src/components/common/Editor/Controls/LiquidTokenControl.tsx:25 | src/components/common/Editor/Controls/LiquidTokenControl.tsx:26,,Loading tokens...,"=GOOGLETRANSLATE(C1070, ""en"", ""el"")",
src/components/modals/OrganizerWebhookLogsModal/index.tsx:144,,Loading webhook logs...,"=GOOGLETRANSLATE(C1071, ""en"", ""el"")",
src/components/routes/event/Webhooks/index.tsx:21 | src/components/routes/organizer/Webhooks/index.tsx:22,,Loading Webhooks,"=GOOGLETRANSLATE(C1072, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:265 | src/components/common/ReportTable/index.tsx:210 | src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:86 | src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:92,,Loading...,"=GOOGLETRANSLATE(C1073, ""en"", ""el"")",
src/components/common/AttendeeTicket/index.tsx:91 | src/components/layouts/EventHomepage/index.tsx:402 | src/components/routes/event/Settings/index.tsx:46 | src/components/routes/event/Settings/Sections/LocationSettings/index.tsx:87 | src/components/routes/my-tickets/index.tsx:73 | src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:312,,Location,"=GOOGLETRANSLATE(C1074, ""en"", ""el"")",
src/components/routes/auth/Login/index.tsx:104 | src/components/routes/auth/Register/index.tsx:78,,Log in,"=GOOGLETRANSLATE(C1075, ""en"", ""el"")",
src/components/routes/auth/Login/index.tsx:104,,Logging in,"=GOOGLETRANSLATE(C1076, ""en"", ""el"")",
src/components/routes/event/TicketDesigner/index.tsx:138 | src/components/routes/organizer/OrganizerHomepageDesigner/index.tsx:211 | src/components/routes/organizer/Settings/Sections/ImageAssetSettings/index.tsx:26,,Logo,"=GOOGLETRANSLATE(C1077, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/ImageAssetSettings/index.tsx:23,,Logo & Cover,"=GOOGLETRANSLATE(C1078, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/ImageAssetSettings/index.tsx:24,,Logo and cover image for your organizer,"=GOOGLETRANSLATE(C1079, ""en"", ""el"")",
src/components/routes/organizer/OrganizerHomepageDesigner/index.tsx:225,,Logo will be displayed in the header,"=GOOGLETRANSLATE(C1080, ""en"", ""el"")",
src/components/routes/event/TicketDesigner/index.tsx:153,,Logo will be displayed on the ticket,"=GOOGLETRANSLATE(C1081, ""en"", ""el"")",
src/components/common/GlobalMenu/index.tsx:89,,Logout,"=GOOGLETRANSLATE(C1082, ""en"", ""el"")",
src/components/routes/product-widget/OrderSummaryAndProducts/LinkExpiredMessage/index.tsx:37,,Look Up My Tickets,"=GOOGLETRANSLATE(C1083, ""en"", ""el"")",
src/components/common/WidgetEditor/index.tsx:341,,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam placerat elementum...","=GOOGLETRANSLATE(C1084, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:173,,Make billing address mandatory during checkout,"=GOOGLETRANSLATE(C1085, ""en"", ""el"")",
src/components/forms/QuestionForm/index.tsx:212,,Make this question mandatory,"=GOOGLETRANSLATE(C1086, ""en"", ""el"")",
src/components/routes/event/EventDashboard/index.tsx:186,,Make your event live,"=GOOGLETRANSLATE(C1087, ""en"", ""el"")",
src/components/common/CapacityAssignmentList/index.tsx:145 | src/components/common/CheckInListList/index.tsx:147 | src/components/common/OrdersTable/index.tsx:150 | src/components/common/OrganizerWebhookTable/index.tsx:96 | src/components/common/ProductsTable/SortableProduct/index.tsx:465 | src/components/common/PromoCodeTable/index.tsx:172 | src/components/layouts/OrganizerLayout/index.tsx:88,,Manage,"=GOOGLETRANSLATE(C1088, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:349,,Manage attendee,"=GOOGLETRANSLATE(C1089, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:139,,Manage event,"=GOOGLETRANSLATE(C1090, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:152,,Manage order,"=GOOGLETRANSLATE(C1091, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:102,,Manage payment and invoicing settings for this event.,"=GOOGLETRANSLATE(C1092, ""en"", ""el"")",
src/components/routes/profile/ManageProfile/index.tsx:111,,Manage Profile,"=GOOGLETRANSLATE(C1093, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/TaxSettings/index.tsx:19,,Manage taxes and fees which can be applied to your products,"=GOOGLETRANSLATE(C1094, ""en"", ""el"")",
src/components/modals/CreateAttendeeModal/index.tsx:117,,Manage tickets,"=GOOGLETRANSLATE(C1095, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/AccountSettings/index.tsx:54,,Manage your account details and default settings,"=GOOGLETRANSLATE(C1096, ""en"", ""el"")",
src/components/routes/event/SoldOutWaitlist/index.tsx:48,,"Manage your event's waitlist, view stats, and offer tickets to attendees.","=GOOGLETRANSLATE(C1097, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:817,,Manage your payment processing and view platform fees,"=GOOGLETRANSLATE(C1098, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/Users/index.tsx:144,,Manage your users and their permissions,"=GOOGLETRANSLATE(C1099, ""en"", ""el"")",
src/components/forms/QuestionForm/index.tsx:211,,Mandatory questions must be answered before the customer can checkout.,"=GOOGLETRANSLATE(C1100, ""en"", ""el"")",
src/components/modals/OfferWaitlistModal/index.tsx:104,,Manual offer,"=GOOGLETRANSLATE(C1101, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:410,,Manually add an Attendee,"=GOOGLETRANSLATE(C1102, ""en"", ""el"")",
src/components/modals/CreateAttendeeModal/index.tsx:108 | src/components/modals/CreateAttendeeModal/index.tsx:124,,Manually Add Attendee,"=GOOGLETRANSLATE(C1103, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:163,,Mark as paid,"=GOOGLETRANSLATE(C1104, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:236,,Max Messages / 24h,"=GOOGLETRANSLATE(C1105, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:242,,Max Recipients / Message,"=GOOGLETRANSLATE(C1106, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:442,,Maximum Per Order,"=GOOGLETRANSLATE(C1107, ""en"", ""el"")",
src/components/routes/admin/Attribution/index.tsx:108,,Medium,"=GOOGLETRANSLATE(C1108, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:188 | src/components/common/ContactOrganizerModal/index.tsx:88 | src/components/common/OrdersTable/index.tsx:247 | src/components/modals/SendMessageModal/index.tsx:353,,Message,"=GOOGLETRANSLATE(C1109, ""en"", ""el"")",
src/components/routes/admin/Messages/index.tsx:36,,Message approved successfully,"=GOOGLETRANSLATE(C1110, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:354,,Message attendee,"=GOOGLETRANSLATE(C1111, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:478,,Message Attendees,"=GOOGLETRANSLATE(C1112, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:310,,Message attendees with specific tickets,"=GOOGLETRANSLATE(C1113, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:154,,Message buyer,"=GOOGLETRANSLATE(C1114, ""en"", ""el"")",
src/components/routes/event/messages.tsx:42,,Message cancelled,"=GOOGLETRANSLATE(C1115, ""en"", ""el"")",
src/components/common/ContactOrganizerModal/index.tsx:39,,Message cannot exceed 5000 characters,"=GOOGLETRANSLATE(C1116, ""en"", ""el"")",
src/components/routes/admin/Messages/index.tsx:314,,Message Content,"=GOOGLETRANSLATE(C1117, ""en"", ""el"")",
src/components/routes/admin/Messages/index.tsx:266,,Message Details,"=GOOGLETRANSLATE(C1118, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:94,,Message individual attendees,"=GOOGLETRANSLATE(C1119, ""en"", ""el"")",
src/components/common/ContactOrganizerModal/index.tsx:41,,Message is required,"=GOOGLETRANSLATE(C1120, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:322,,Message order owners with specific products,"=GOOGLETRANSLATE(C1121, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:194,,Message Scheduled,"=GOOGLETRANSLATE(C1122, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:194,,Message Sent,"=GOOGLETRANSLATE(C1123, ""en"", ""el"")",
src/components/layouts/Admin/index.tsx:18 | src/components/layouts/Event/index.tsx:122 | src/components/routes/event/messages.tsx:228,,Messages,"=GOOGLETRANSLATE(C1124, ""en"", ""el"")",
src/components/common/AdminAccountsTable/index.tsx:96 | src/components/routes/admin/Accounts/AccountDetail/index.tsx:215,,Messaging Tier,"=GOOGLETRANSLATE(C1125, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:52,,Messaging tier updated successfully,"=GOOGLETRANSLATE(C1126, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:440,,Minimum Per Order,"=GOOGLETRANSLATE(C1127, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:307,,Minimum Price,"=GOOGLETRANSLATE(C1128, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/WaitlistSettings/index.tsx:74,,minutes,"=GOOGLETRANSLATE(C1129, ""en"", ""el"")",
src/components/routes/event/Settings/index.tsx:70,,Miscellaneous,"=GOOGLETRANSLATE(C1130, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/MiscSettings/index.tsx:75,,Miscellaneous Settings,"=GOOGLETRANSLATE(C1131, ""en"", ""el"")",
src/components/layouts/AuthLayout/index.tsx:51,,Mobile Optimized,"=GOOGLETRANSLATE(C1132, ""en"", ""el"")",
src/components/layouts/AuthLayout/index.tsx:32,,Mobile scanner with offline support and real-time tracking,"=GOOGLETRANSLATE(C1133, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:163,,Monetary values are approximate totals across all currencies,"=GOOGLETRANSLATE(C1134, ""en"", ""el"")",
src/components/routes/admin/FailedJobs/index.tsx:115,,Monitor and manage failed background jobs,"=GOOGLETRANSLATE(C1135, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:294,,Most Viewed Events (Last 14 Days),"=GOOGLETRANSLATE(C1136, ""en"", ""el"")",
src/components/forms/QuestionForm/index.tsx:106,,Multi line text box,"=GOOGLETRANSLATE(C1137, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:174,,Multiple price options. Perfect for early bird products etc.,"=GOOGLETRANSLATE(C1138, ""en"", ""el"")",
src/constants/eventCategories.ts:7,,Music,"=GOOGLETRANSLATE(C1139, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/SeoSettings/index.tsx:74 | src/components/routes/organizer/Settings/Sections/SeoSettings/index.tsx:71,,My amazing event description...,"=GOOGLETRANSLATE(C1140, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/SeoSettings/index.tsx:68 | src/components/routes/organizer/Settings/Sections/SeoSettings/index.tsx:65,,My amazing event title...,"=GOOGLETRANSLATE(C1141, ""en"", ""el"")",
src/components/common/GlobalMenu/index.tsx:42,,My Profile,"=GOOGLETRANSLATE(C1142, ""en"", ""el"")",
src/components/routes/my-tickets/index.tsx:236,,My Tickets,"=GOOGLETRANSLATE(C1143, ""en"", ""el"")",
src/components/common/QuestionAndAnswerList/index.tsx:178,,N/A,"=GOOGLETRANSLATE(C1144, ""en"", ""el"")",
src/components/common/WidgetEditor/index.tsx:364,,Nam placerat elementum...,"=GOOGLETRANSLATE(C1145, ""en"", ""el"")",
src/components/common/AttendeeDetails/index.tsx:14 | src/components/common/OrderDetails/index.tsx:23 | src/components/forms/AffiliateForm/index.tsx:81 | src/components/forms/CapaciyAssigmentForm/index.tsx:37 | src/components/forms/CheckInListForm/index.tsx:37 | src/components/forms/ProductForm/index.tsx:274 | src/components/forms/TaxAndFeeForm/index.tsx:61 | src/components/modals/DuplicateEventModal/index.tsx:109 | src/components/routes/account/ManageAccount/sections/AccountSettings/index.tsx:63 | src/components/routes/admin/Configurations/index.tsx:219 | src/components/routes/event/Settings/Sections/EventDetailsForm/index.tsx:77 | src/components/routes/product-widget/OrderSummaryAndProducts/index.tsx:230,,Name,"=GOOGLETRANSLATE(C1146, ""en"", ""el"")",
src/components/common/ContactOrganizerModal/index.tsx:32 | src/components/modals/CreateAffiliateModal/index.tsx:28 | src/components/modals/EditAffiliateModal/index.tsx:33 | src/components/routes/admin/Configurations/index.tsx:168,,Name is required,"=GOOGLETRANSLATE(C1147, ""en"", ""el"")",
src/components/routes/admin/Configurations/index.tsx:169,,Name must be less than 255 characters,"=GOOGLETRANSLATE(C1148, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:34 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:68,,Name of the event,"=GOOGLETRANSLATE(C1149, ""en"", ""el"")",
src/components/common/QuestionAndAnswerList/index.tsx:181 | src/components/common/QuestionAndAnswerList/index.tsx:289,,Navigate to Attendee,"=GOOGLETRANSLATE(C1150, ""en"", ""el"")",
src/components/routes/organizer/Reports/EventsPerformanceReport/index.tsx:85 | src/components/routes/organizer/Reports/RevenueSummaryReport/index.tsx:36,,Net Revenue,"=GOOGLETRANSLATE(C1151, ""en"", ""el"")",
src/components/common/OrganizerWebhookTable/index.tsx:266 | src/components/common/PromoCodeTable/index.tsx:163 | src/components/common/WebhookTable/index.tsx:266 | src/components/routes/account/ManageAccount/sections/Users/index.tsx:102,,Never,"=GOOGLETRANSLATE(C1152, ""en"", ""el"")",
src/components/routes/auth/ResetPassword/index.tsx:64 | src/components/routes/profile/ManageProfile/index.tsx:232,,New Password,"=GOOGLETRANSLATE(C1153, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:225,,New Signups,"=GOOGLETRANSLATE(C1154, ""en"", ""el"")",
src/constants/eventCategories.ts:4,,Nightlife,"=GOOGLETRANSLATE(C1155, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:250 | src/components/routes/admin/Accounts/AccountDetail/index.tsx:277,,No,"=GOOGLETRANSLATE(C1156, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/VatSettings/VatSettingsForm.tsx:204,,No - I'm an individual or non-VAT registered business,"=GOOGLETRANSLATE(C1157, ""en"", ""el"")",
src/components/common/AdminUsersTable/index.tsx:143,,No accounts,"=GOOGLETRANSLATE(C1158, ""en"", ""el"")",
src/components/common/AdminAccountsTable/index.tsx:21,,No accounts found,"=GOOGLETRANSLATE(C1159, ""en"", ""el"")",
src/components/routes/event/Webhooks/index.tsx:22 | src/components/routes/organizer/Webhooks/index.tsx:23,,No Active Webhooks,"=GOOGLETRANSLATE(C1160, ""en"", ""el"")",
src/components/common/AffiliateTable/index.tsx:58,,No Affiliates to show,"=GOOGLETRANSLATE(C1161, ""en"", ""el"")",
src/components/common/NoEventsBlankSlate/index.tsx:23,,No archived events to show.,"=GOOGLETRANSLATE(C1162, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:490,,No attendee questions yet,"=GOOGLETRANSLATE(C1163, ""en"", ""el"")",
src/components/common/AttendeeList/index.tsx:23,,No attendees found for this order.,"=GOOGLETRANSLATE(C1164, ""en"", ""el"")",
src/components/modals/ManageOrderModal/index.tsx:132,,No attendees have been added to this order.,"=GOOGLETRANSLATE(C1165, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:399,,No Attendees to show,"=GOOGLETRANSLATE(C1166, ""en"", ""el"")",
src/components/routes/admin/Attribution/index.tsx:121,,No attribution data found,"=GOOGLETRANSLATE(C1167, ""en"", ""el"")",
src/components/modals/OfferWaitlistModal/index.tsx:187,,No capacity,"=GOOGLETRANSLATE(C1168, ""en"", ""el"")",
src/components/common/CapacityAssignmentList/index.tsx:45,,No Capacity Assignments,"=GOOGLETRANSLATE(C1169, ""en"", ""el"")",
src/components/common/CheckInListList/index.tsx:46,,No Check-In Lists,"=GOOGLETRANSLATE(C1170, ""en"", ""el"")",
src/components/common/CheckInStatusModal/index.tsx:154,,No check-in lists available for this event.,"=GOOGLETRANSLATE(C1171, ""en"", ""el"")",
src/components/routes/admin/Configurations/index.tsx:126,,No configurations found,"=GOOGLETRANSLATE(C1172, ""en"", ""el"")",
src/components/common/ReportTable/index.tsx:218,,No data available,"=GOOGLETRANSLATE(C1173, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:272,,No data found for the selected filters. Try adjusting the date range or currency.,"=GOOGLETRANSLATE(C1174, ""en"", ""el"")",
src/components/common/ReportTable/index.tsx:214,,No data to show. Please select a date range,"=GOOGLETRANSLATE(C1175, ""en"", ""el"")",
src/components/forms/PromoCodeForm/index.tsx:77,,No Discount,"=GOOGLETRANSLATE(C1176, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:443,,No end date,"=GOOGLETRANSLATE(C1177, ""en"", ""el"")",
src/components/common/NoEventsBlankSlate/index.tsx:22,,No ended events to show.,"=GOOGLETRANSLATE(C1178, ""en"", ""el"")",
src/components/common/AdminEventsTable/index.tsx:22,,No events found,"=GOOGLETRANSLATE(C1179, ""en"", ""el"")",
src/components/routes/admin/Dashboard/index.tsx:489,,No events starting in the next 24 hours,"=GOOGLETRANSLATE(C1180, ""en"", ""el"")",
src/components/common/NoEventsBlankSlate/index.tsx:16,,No events to show,"=GOOGLETRANSLATE(C1181, ""en"", ""el"")",
src/components/routes/organizer/OrganizerDashboard/index.tsx:250,,No events yet,"=GOOGLETRANSLATE(C1182, ""en"", ""el"")",
src/components/routes/admin/FailedJobs/index.tsx:155,,No failed jobs,"=GOOGLETRANSLATE(C1183, ""en"", ""el"")",
src/components/common/FilterModal/index.tsx:261,,No filters available,"=GOOGLETRANSLATE(C1184, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:86,,No impact on your current or past transactions,"=GOOGLETRANSLATE(C1185, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:299,,No invoice,"=GOOGLETRANSLATE(C1186, ""en"", ""el"")",
